PGSC0003DMP400027836 PGSC0003DMT400041054 Protein,RecName: Full=Alpha-xylosidase 1; Flags: Precursor [Arabidopsis thaliana],Q9S7Y7,Secreted  cell wall, Glycoside hydrolase releasing xylosyl residues from xyloglucan oligosaccharides at the non-reducing end. Has alpha-xylosidase activity against xylan oligosaccharides. Also has alpha-glucosidase activity against p-nitrophenyl-alpha-D-glucopyranoside. No activity against p-nitrophenyl-D-xyloside, Carbohydrate metabolism,47510,47381,61486,,,
PGSC0003DMP400012514 PGSC0003DMT400018185 Protein,RecName: Full=Ribokinase; Short=AtRBSK; Short=RK; Flags: Precursor [Arabidopsis thaliana],A1A6H3,Plastid  chloroplast stroma  chloroplast nucleoid, Catalyzes the phosphorylation of ribose at O-5 in a reaction requiring ATP and magnesium. The resulting D-ribose-5-phosphate can then be used either for sythesis of nucleotides  histidine  and tryptophan  or as a component of the pentose phosphate pathway (By similarity) (PubMed:27601466). Can also use xylose and fructose as carbohydrate substrates with a low efficiency (PubMed:27601466). Can use GTP  and  to a lower extent  CTP and UTP as alternative phosphoryl donors (PubMed:27601466), Carbohydrate metabolism,69000,36393,0,,,
PGSC0003DMP400035467 PGSC0003DMT400052608 Protein,RecName: Full=Phosphoenolpyruvate carboxylase; housekeeping isozyme; Short=PEPCase; AltName: Full=PEPC 1 [Glycine max],Q02909,Cytoplasm, Through the carboxylation of phosphoenolpyruvate (PEP) it forms oxaloacetate  a four-carbon dicarboxylic acid source for the tricarboxylic acid cycle, Carbon dioxide fixation,9306900,12078000,6278000,,,
PGSC0003DMP400013238 PGSC0003DMT400019320 Protein,RecName: Full=Phosphoenolpyruvate carboxylase 4; Short=AtPPC4; Short=PEPC 4; Short=PEPCase 4 [Arabidopsis thaliana],Q8GVE8,Cytoplasm, Through the carboxylation of phosphoenolpyruvate (PEP) it forms oxaloacetate  a four-carbon dicarboxylic acid source for the tricarboxylic acid cycle, Carbon dioxide fixation,903200,798330,1488000,,,
PGSC0003DMP400026978 PGSC0003DMT400039807 Protein,RecName: Full=Phosphoenolpyruvate carboxylase; Short=PEPC; Short=PEPCase [Solanum tuberosum],P29196,Cytoplasm, Through the carboxylation of phosphoenolpyruvate (PEP) it forms oxaloacetate  a four-carbon dicarboxylic acid source for the tricarboxylic acid cycle, Carbon dioxide fixation,676640,459700,558890,,,
PGSC0003DMP400036854 PGSC0003DMT400054791 Protein,RecName: Full=Phosphoenolpyruvate carboxylase; Short=PEPC; Short=PEPCase [Nicotiana tabacum],P27154,Cytoplasm, Through the carboxylation of phosphoenolpyruvate (PEP) it forms oxaloacetate  a four-carbon dicarboxylic acid source for the tricarboxylic acid cycle, Carbon dioxide fixation,242160,0,84668,,,
PGSC0003DMP400015278 PGSC0003DMT400022417 Protein,RecName: Full=Farnesyl pyrophosphate synthase; Short=FPP synthase; Short=PgFPS; AltName: Full=(2E;6E)-farnesyl diphosphate synthase; AltName: Full=Dimethylallyltranstransferase; AltName: Full=Farnesyl diphosphate synthase; AltName: Full=Geranyltranstransferase [Panax ginseng],Q4JHN6,Cytoplasm, Catalyzes the sequential condensation of isopentenyl pyrophosphate with the allylic pyrophosphates  dimethylallyl pyrophosphate  and then with the resultant geranylpyrophosphate to the ultimate product farnesyl pyrophosphate (By similarity). Component of the triterpene saponins (e.g. ginsenosides or panaxosides) and phytosterols biosynthetic pathways (PubMed:24933610  PubMed:27746309  PubMed:29378087). Promotes the accumulation of ginsenosides (PubMed:24933610), Carotenoid biosynthesis,1260300,262820,0,,,
PGSC0003DMP400028123 PGSC0003DMT400041540 Protein,RecName: Full=Patellin-2 [Arabidopsis thaliana],Q56ZI2,Membrane, Carrier protein that may be involved in membrane-trafficking events associated with cell plate formation during cytokinesis. Binds to some hydrophobic molecules such as phosphoinositides and promotes their transfer between the different cellular sites (By similarity), Cell cycle,24381000,32477000,25522000,,,
PGSC0003DMP400006575 PGSC0003DMT400009462 Protein,RecName: Full=Cell division protein SepF [Frankia alni ACN14a],Q0RNN4,Cytoplasm, Cell division protein that is part of the divisome complex and is recruited early to the Z-ring. Probably stimulates Z-ring formation  perhaps through the cross-linking of FtsZ protofilaments. Its function overlaps with FtsA, Cell cycle,10715000,13312000,8961600,,,
PGSC0003DMP400031543 PGSC0003DMT400046624 Protein,RecName: Full=Cell division cycle protein 48 homolog; AltName: Full=Valosin-containing protein homolog; Short=VCP [Glycine max],P54774,Cell membrane, Probably functions in cell division and growth processes, Cell cycle,3495000,7754500,6895500,,,
PGSC0003DMP400032458 PGSC0003DMT400047940 Protein,RecName: Full=Coiled-coil domain-containing protein 124 [Bos taurus],Q2TBV6,Cytoplasm  cytoskeleton  microtubule organizing center  centrosome, Ribosome-binding protein involved in ribosome hibernation: associates with translationally inactive ribosomes and stabilizes the nonrotated conformation of the 80S ribosome  thereby promoting ribosome preservation and storage. Also required for proper progression of late cytokinetic stages, Cell cycle,3247800,5368900,2566600,,,
PGSC0003DMP400044436 PGSC0003DMT400065886 Protein,RecName: Full=Patellin-3 [Arabidopsis thaliana],Q56Z59,Membrane, Carrier protein that may be involved in membrane-trafficking events associated with cell plate formation during cytokinesis. Binds to some hydrophobic molecules such as phosphoinositides and promotes their transfer between the different cellular sites (By similarity), Cell cycle,206150,157930,1080400,,,
PGSC0003DMP400016183 PGSC0003DMT400023727 Protein,RecName: Full=Pectinesterase/pectinesterase inhibitor U1; Includes: RecName: Full=Pectinesterase inhibitor U1; AltName: Full=Pectin methylesterase inhibitor U1; Includes: RecName: Full=Pectinesterase U1; Short=PE U1; AltName: Full=Pectin methylesterase U1; Flags: Precursor [Solanum lycopersicum],Q43143,Secreted  cell wall, Acts in the modification of cell walls via demethylesterification of cell wall pectin, Cell wall biogenesis/degradation,9593400,8908200,14005000,,,
PGSC0003DMP400041746 PGSC0003DMT400062033 Protein,RecName: Full=Pectin acetylesterase 8; Flags: Precursor [Arabidopsis thaliana],Q6DBP4,Secreted  cell wall, Hydrolyzes acetyl esters in homogalacturonan regions of pectin. In type I primary cell wall  galacturonic acid residues of pectin can be acetylated at the O-2 and O-3 positions. Decreasing the degree of acetylation of pectin gels in vitro alters their physical properties, Cell wall biogenesis/degradation,4824100,2836600,5564800,,,
PGSC0003DMP400054599 PGSC0003DMT400080500 Protein,RecName: Full=Probable pectinesterase/pectinesterase inhibitor 51; Includes: RecName: Full=Pectinesterase inhibitor 51; AltName: Full=Pectin methylesterase inhibitor 51; Includes: RecName: Full=Pectinesterase 51; Short=PE 51; AltName: Full=Pectin methylesterase 51; Short=AtPME51; Flags: Precursor [Arabidopsis thaliana],Q9LXD9,Secreted  cell wall, Acts in the modification of cell walls via demethylesterification of cell wall pectin, Cell wall biogenesis/degradation,1956200,3159100,3733300,,,
PGSC0003DMP400033459 PGSC0003DMT400049566 Protein,RecName: Full=Pectinesterase 1; Short=PE 1; AltName: Full=Pectin methylesterase 1; Flags: Precursor [Solanum lycopersicum],P14280,Secreted  cell wall, Pectinesterase may play a role in cell wall metabolism during fruit growth and development prior to ripening and may be required for preparing cell walls for softening by polygalacturonase during fruit ripening, Cell wall biogenesis/degradation,1623500,2897500,3273000,,,
PGSC0003DMP400038623 PGSC0003DMT400057418 Protein,RecName: Full=Glycerophosphodiester phosphodiesterase GDPDL4; AltName: Full=Glycerophosphodiester phosphodiesterase-like 4; Short=ATGDPDL4; AltName: Full=Glycerophosphodiesterase-like 1; AltName: Full=Protein SHV3-LIKE 1; Flags: Precursor [Arabidopsis thaliana],Q9FJ62,Cell membrane, Involved in primary cell wall organization. Required for the accumulation of crystalline cellulose, Cell wall biogenesis/degradation,512050,370270,846090,,,
PGSC0003DMP400003459 PGSC0003DMT400004878 Protein,RecName: Full=Probable UDP-arabinopyranose mutase 2; AltName: Full=Reversibly glycosylated polypeptide 2; Short=RGP2; AltName: Full=UDP-L-arabinose mutase 2; AltName: Full=UDP-glucose:protein transglucosylase 2; Short=UPTG 2 [Solanum tuberosum],Q8RU27,Secreted  cell wall, Probable UDP-L-arabinose mutase involved in the biosynthesis of cell wall non-cellulosic polysaccharides (By similarity). Was initially shown to possess an autoglycosylating activity which is dependent on the presence of UDP-glucose and manganese (Probable) (PubMed:10580281), Cell wall biogenesis/degradation,2899700,5495100,366190,,,
PGSC0003DMP400012883 PGSC0003DMT400018755 Protein,RecName: Full=Isopentenyl-diphosphate Delta-isomerase II; AltName: Full=Isopentenyl pyrophosphate isomerase II; Short=IPP isomerase II [Camptotheca acuminata],O48965,Subcellular location information not found., Catalyzes the 1 3-allylic rearrangement of the homoallylic substrate isopentenyl (IPP) to its highly electrophilic allylic isomer  dimethylallyl diphosphate (DMAPP), Chlorophyll biosynthesis,10605000,16183000,18849000,,,
PGSC0003DMP400055597 PGSC0003DMT400082448 Protein,RecName: Full=Glutamate-1-semialdehyde 2;1-aminomutase; chloroplastic; Short=GSA; AltName: Full=Glutamate-1-semialdehyde aminotransferase; Short=GSA-AT; Flags: Precursor [Solanum lycopersicum],Q40147,Plastid  chloroplast, Function information not found., Chlorophyll biosynthesis,312420,109060,468010,,,
PGSC0003DMP400038248 PGSC0003DMT400056896 Protein,RecName: Full=Porphobilinogen deaminase; chloroplastic; Short=PBG; AltName: Full=Hydroxymethylbilane synthase; Short=HMBS; AltName: Full=Pre-uroporphyrinogen synthase; Flags: Precursor [Pisum sativum],Q43082,Plastid  chloroplast, Tetrapolymerization of the monopyrrole PBG into the hydroxymethylbilane pre-uroporphyrinogen in several discrete steps, Chlorophyll biosynthesis,40549,90634,0,,,
PGSC0003DMP400049347 PGSC0003DMT400072933 Protein,RecName: Full=Erlin-2-B; AltName: Full=Endoplasmic reticulum lipid raft-associated protein 2-B; AltName: Full=Stomatin-prohibitin-flotillin-HflC/K domain-containing protein 2-B; Short=SPFH domain-containing protein 2-B [Xenopus laevis],Q6DKC0,Endoplasmic reticulum membrane, Mediates the endoplasmic reticulum-associated degradation (ERAD) of inositol 1 4 5-trisphosphate receptors (IP3Rs). Promotes sterol-accelerated ERAD of HMGCR. Involved in regulation of cellular cholesterol homeostasis by regulation the SREBP signaling pathway (By similarity), Cholesterol metabolism,86179,175150,839170,,,
PGSC0003DMP400040662 PGSC0003DMT400060398 Protein,RecName: Full=Copper transport protein ATX1; AltName: Full=Copper chaperone ATX1 [Arabidopsis thaliana],Q94BT9,Cytoplasm  cytosol, Plays an important role in copper homeostasis by conferring tolerance to excess of copper and subclinical copper deficiency during vegetative stage. Can complement the yeast mutants atx1 and sod1, Copper transport,13700000,33644000,29020000,,,
PGSC0003DMP400021700 PGSC0003DMT400031956 Protein,RecName: Full=26S proteasome non-ATPase regulatory subunit 8 homolog A; AltName: Full=26S proteasome regulatory subunit RPN12a; Short=AtRPN12a; AltName: Full=26S proteasome regulatory subunit S14 homolog A [Arabidopsis thaliana],Q9SGW3,Subcellular location information not found., Acts as a regulatory subunit of the 26S proteasome which is involved in the ATP-dependent degradation of ubiquitinated proteins. May help to control the degradation of one or more factors that repress cytokinin signaling. Plays an important role for balancing cell expansion with cell proliferation rates during shoot development, Cytokinin signaling pathway,3070200,3873200,10881000,,,
PGSC0003DMP400040501 PGSC0003DMT400060193 Protein,RecName: Full=Glutathione S-transferase DHAR2; AltName: Full=Chloride intracellular channel homolog 2; Short=CLIC homolog 2; AltName: Full=Glutathione-dependent dehydroascorbate reductase 2; Short=AtDHAR2; Short=CytDHAR; Short=GSH-dependent dehydroascorbate reductase 2 [Arabidopsis thaliana],Q9FRL8,Cytoplasm  cytosol, Displays a dual function. As a soluble protein  exhibits glutathione-dependent thiol transferase and dehydroascorbate (DHA) reductase activities (PubMed:12077129). Exhibits glutathione-dependent thiol transferase and dehydroascorbate (DHA) reductase activities. Key component of the ascorbate recycling system. Involved in the redox homeostasis  especially in scavenging of ROS under oxidative stresses. Plays a role in ozone tolerance, Detoxification,105600000,62515000,73693000,,,
PGSC0003DMP400008868 PGSC0003DMT400012770 Protein,RecName: Full=Glutathione S-transferase T1; Short=AtGSTT1; AltName: Full=GST class-theta member 1; AltName: Full=Glutathione S-transferase 10 [Arabidopsis thaliana],Q9ZRT5,Nucleus, In vitro  possesses glutathione S-transferase activity toward 1-chloro-2 4-dinitrobenzene (CDNB) and p-nitrobenzyl chloride (pNBC)  and glutathione peroxidase activity toward cumene hydroperoxide and linoleic acid-13-hydroperoxide. May be involved in the conjugation of reduced glutathione to a wide number of exogenous and endogenous hydrophobic electrophiles and have a detoxification role against certain herbicides, Detoxification,3603900,7023000,6161500,,,
PGSC0003DMP400039029 PGSC0003DMT400057987 Protein,RecName: Full=DNA damage-repair/toleration protein DRT102 [Arabidopsis thaliana],Q05212,Subcellular location information not found., Function information not found., DNA damage,2928600,3250500,4594200,,,
PGSC0003DMP400025016 PGSC0003DMT400036871 Protein,RecName: Full=Ubiquitin receptor RAD23b; Short=AtRAD23b; AltName: Full=Putative DNA repair protein RAD23-1; AltName: Full=RAD23-like protein 1; Short=AtRAD23-1 [Arabidopsis thaliana],Q84L33,Nucleus, May be involved in nucleotide excision repair (By similarity). Binds and presumably selects ubiquitin-conjugates for destruction. Prefers multiubiquitin chains rather than single ubiquitins  with a binding affinity for 'Lys-48'-linked ubiquitin chains. Acts as a ubiquitin receptor that associates with the 26S proteasomal docking subunit RPN10 for the indirect recognition of ubiquitinated substrates of ubiquitin/26S proteasome-mediated proteolysis (UPP). Involved in UV tolerance in both roots and hypocotyls  specifically in dark conditions (PubMed:29283431), DNA damage,7514300,9871300,2312100,,,
PGSC0003DMP400052955 PGSC0003DMT400078207 Protein,RecName: Full=Proliferating cell nuclear antigen; Short=PCNA [Nicotiana tabacum],O82797,Nucleus, This protein is an auxiliary protein of DNA polymerase delta and is involved in the control of eukaryotic DNA replication by increasing the polymerase's processibility during elongation of the leading strand, DNA replication,578400,398390,0,,,
PGSC0003DMP400006708 PGSC0003DMT400009623 Protein,RecName: Full=Thioredoxin H-type 1; Short=Trx-H1 [Nicotiana tabacum],P29449,Cytoplasm, Participates in various redox reactions through the reversible oxidation of the active center dithiol to a disulfide. The H form is known to activate a number of cytosolic enzymes (By similarity), Electron transport,27114000,32672000,33462000,,,
PGSC0003DMP400006459 PGSC0003DMT400009306 Protein,RecName: Full=Thioredoxin H-type 2; Short=Trx-H2 [Nicotiana tabacum],Q07090,Cytoplasm, Participates in various redox reactions through the reversible oxidation of the active center dithiol to a disulfide. The H form is known to activate a number of cytosolic enzymes (By similarity), Electron transport,41127000,56184000,19299000,,,
PGSC0003DMP400009357 PGSC0003DMT400013502 Protein,RecName: Full=NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6 [Arabidopsis thaliana],Q9LHI0,Mitochondrion inner membrane, Accessory subunit of the mitochondrial membrane respiratory chain NADH dehydrogenase (Complex I)  that is believed to be not involved in catalysis. Complex I functions in the transfer of electrons from NADH to the respiratory chain. The immediate electron acceptor for the enzyme is believed to be ubiquinone (By similarity), Electron transport,1130500,6218200,15128000,,,
PGSC0003DMP400000581 PGSC0003DMT400000784 Protein,RecName: Full=Mitochondrial-processing peptidase subunit alpha; AltName: Full=Alpha-MPP; AltName: Full=Inactive zinc metalloprotease alpha; AltName: Full=Ubiquinol-cytochrome-c reductase subunit II; Flags: Precursor [Solanum tuberosum],P29677,Mitochondrion inner membrane, Substrate recognition and binding subunit of the essential mitochondrial processing protease (MPP)  which cleaves the mitochondrial sequence off newly imported precursors proteins, Electron transport,5705400,8220800,6916300,,,
PGSC0003DMP400020579 PGSC0003DMT400030293 Protein,RecName: Full=NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13-B [Arabidopsis thaliana],O49313,Mitochondrion inner membrane, Accessory subunit of the mitochondrial membrane respiratory chain NADH dehydrogenase (Complex I)  that is believed not to be involved in catalysis. Complex I functions in the transfer of electrons from NADH to the respiratory chain. The immediate electron acceptor for the enzyme is believed to be ubiquinone (By similarity), Electron transport,3485300,2341400,5659700,,,
PGSC0003DMP400033182 PGSC0003DMT400049116 Protein,RecName: Full=Glutaredoxin [Solanum lycopersicum],Q9ZR41,Cytoplasm, Has a glutathione-disulfide oxidoreductase activity in the presence of NADPH and glutathione reductase. Reduces low molecular weight disulfides and proteins (By similarity), Electron transport,10008000,7773600,5501400,,,
PGSC0003DMP400037602 PGSC0003DMT400055831 Protein,RecName: Full=Thioredoxin M-type; chloroplastic; Short=Trx-M; Flags: Precursor [Brassica napus],Q9XGS0,Plastid  chloroplast, Participates in various redox reactions through the reversible oxidation of the active center dithiol to a disulfide. The M form is known to activate NADP-malate dehydrogenase (By similarity), Electron transport,1430500,3085200,4381600,,,
PGSC0003DMP400043343 PGSC0003DMT400064279 Protein,RecName: Full=Succinate dehydrogenase [ubiquinone] iron-sulfur subunit 2; mitochondrial; AltName: Full=Iron-sulfur subunit of complex II; Short=Ip; Flags: Precursor [Arabidopsis thaliana],Q8LB02,Mitochondrion inner membrane, Iron-sulfur protein (IP) subunit of succinate dehydrogenase (SDH) that is involved in complex II of the mitochondrial electron transport chain and is responsible for transferring electrons from succinate to ubiquinone (coenzyme Q), Electron transport,2159900,3720500,3995700,,,
PGSC0003DMP400026219 PGSC0003DMT400038576 Protein,RecName: Full=Succinate dehydrogenase [ubiquinone] flavoprotein subunit 1; mitochondrial; AltName: Full=Flavoprotein subunit 1 of complex II; Short=FP; Flags: Precursor [Arabidopsis thaliana],O82663,Mitochondrion inner membrane, Flavoprotein (FP) subunit of succinate dehydrogenase (SDH) that is involved in complex II of the mitochondrial electron transport chain and is responsible for transferring electrons from succinate to ubiquinone (coenzyme Q), Electron transport,2914200,3268600,3496200,,,
PGSC0003DMP400045782 PGSC0003DMT400067811 Protein,RecName: Full=Thioredoxin-like protein Clot; AltName: Full=Thioredoxin Clot; Short=AtClot [Arabidopsis thaliana],Q9FMN4,Subcellular location information not found., Probable thiol-disulfide oxidoreductase that may participate in various redox reactions, Electron transport,3098100,1011600,2659300,,,
PGSC0003DMP400043115 PGSC0003DMT400063997 Protein,RecName: Full=Cytochrome c [Solanum tuberosum],P00061,Mitochondrion intermembrane space, Electron carrier protein. The oxidized form of the cytochrome c heme group can accept an electron from the heme group of the cytochrome c1 subunit of cytochrome reductase. Cytochrome c then transfers this electron to the cytochrome oxidase complex  the final protein carrier in the mitochondrial electron-transport chain, Electron transport,2123000,1113700,1531200,,,
PGSC0003DMP400010226 PGSC0003DMT400014772 Protein,RecName: Full=TPR repeat-containing thioredoxin TDX; AltName: Full=HSP70-interacting protein 2; Short=AtHIP2; AltName: Full=Tetratricoredoxin; Short=AtTDX [Arabidopsis thaliana],Q8VWG7,Subcellular location information not found., Thiol-disulfide oxidoreductase that possesses insulin disulfide bonds reducing activity  disulfide reductase  foldase chaperone and holdase chaperone activities. Heat shock causes oligomerization and formation of high molecular weiht (HMW) complexes with concomitant functional switching from a disulfide reductase and foldase chaperone to a holdase chaperone. May interact with HSP70 proteins through the TPR repeats, Electron transport,486310,0,1189800,,,
PGSC0003DMP400032301 PGSC0003DMT400047689 Protein,RecName: Full=Cytochrome b5 isoform E; Short=AtCb5-E; AltName: Full=Cytochrome b5 isoform 1; AltName: Full=Cytochrome b5 isoform A; Short=AtCb5-A [Arabidopsis thaliana],Q42342,Cell membrane, Membrane bound hemoprotein which function as an electron carrier for several membrane bound oxygenases  including fatty acid desaturases, Electron transport,3751300,5015300,938480,,,
PGSC0003DMP400023547 PGSC0003DMT400034638 Protein,RecName: Full=NADH dehydrogenase [ubiquinone] iron-sulfur protein 1; mitochondrial; AltName: Full=76 kDa mitochondrial complex I subunit; AltName: Full=Complex I-76kD; Short=CI-76kD; AltName: Full=NADH-ubiquinone oxidoreductase 76 kDa subunit; Flags: Precursor [Solanum tuberosum],Q43644,Mitochondrion inner membrane, Core subunit of the mitochondrial membrane respiratory chain NADH dehydrogenase (Complex I) that is believed to belong to the minimal assembly required for catalysis. Complex I functions in the transfer of electrons from NADH to the respiratory chain. The immediate electron acceptor for the enzyme is believed to be ubiquinone (By similarity). This is the largest subunit of complex I and it is a component of the iron-sulfur (IP) fragment of the enzyme. It may form part of the active site crevice where NADH is oxidized (By similarity), Electron transport,543810,679340,628520,,,
PGSC0003DMP400046532 PGSC0003DMT400068883 Protein,RecName: Full=Peptide methionine sulfoxide reductase B2; chloroplastic; Short=AtMSRB2; AltName: Full=Peptide-methionine (R)-S-oxide reductasemethionine; Flags: Precursor [Arabidopsis thaliana],Q9C5C8,Plastid  chloroplast, Catalyzes the reduction of methionine sulfoxide (MetSO) to methionine in proteins. Specifically reduces the MetSO R-enantiomer. Plays a protective role against oxidative stress by restoring activity to proteins that have been inactivated by methionine oxidation. May play an essential function in association with MSRB1 in maintaining vegetative growth during environmental constraints  through the preservation of photosynthetic antennae. MSRB1 and MSRB2 account for most of the leaf peptide MSR capacity, Electron transport,1157300,1249600,240490,,,
PGSC0003DMP400007322 PGSC0003DMT400010484 Protein,RecName: Full=Ferredoxin--NADP reductase; root-type isozyme; chloroplastic; Short=FNR; Flags: Precursor [Nicotiana tabacum],O04397,Plastid  chloroplast, May play a key role in regulating the relative amounts of cyclic and non-cyclic electron flow to meet the demands of the plant for ATP and reducing power. Is involved in nitrate assimilation, Electron transport,115750,444150,98991,,,
PGSC0003DMP400009575 PGSC0003DMT400013837 Protein,RecName: Full=Cytochrome b561 and DOMON domain-containing protein At3g25290; AltName: Full=Protein b561A.tha3; Flags: Precursor [Arabidopsis thaliana],Q9LSE7,Membrane, May act as a catecholamine-responsive trans-membrane electron transporter, Electron transport,0,0,79742,,,
PGSC0003DMP400035482 PGSC0003DMT400052625 Protein,RecName: Full=Adaptin ear-binding coat-associated protein 2; Short=NECAP-2 [Rattus norvegicus],Q6P756,Cytoplasmic vesicle  clathrin-coated vesicle membrane, Involved in endocytosis, Endocytosis,2886900,2821400,2204300,,,
PGSC0003DMP400035617 PGSC0003DMT400052825 Protein,RecName: Full=AP-2 complex subunit mu; AltName: Full=Adaptor protein complex AP-2 subunit mu; AltName: Full=Adaptor protein-2 mu-adaptin; AltName: Full=Adaptor-related protein complex 2 subunit mu; AltName: Full=At-muA-Ad; AltName: Full=Clathrin assembly protein complex 2 mu medium chain; AltName: Full=Mu2-adaptin; AltName: Full=Protein AP47/50; Short=AtAP47/50 [Arabidopsis thaliana],O23140,Cell membrane, Subunit of the adaptor protein complex 2 (AP-2). Adaptor protein complexes function in protein transport via transport vesicles in different membrane traffic pathways. Adaptor protein complexes are vesicle coat components and appear to be involved in cargo selection and vesicle formation. AP-2 is involved in clathrin-dependent endocytosis in which cargo proteins are incorporated into vesicles surrounded by clathrin (clathrin-coated vesicles  CCVs) which are destined for fusion with the early endosome. AP-2 recognizes Y-X-X-Phi endocytosis signal motif within the cytosolic tails of transmembrane cargo molecules. The complex binds polyphosphoinositides, Endocytosis,143210,209090,504290,,,
PGSC0003DMP400051079 PGSC0003DMT400075422 Protein,RecName: Full=Synaptotagmin-1; AltName: Full=NTMC2T1.1; AltName: Full=Synaptotagmin A [Arabidopsis thaliana],Q9SKR2,Cell membrane, Plays an important role in maintaining plasma membrane integrity during freezing and osmotic stresses. May function in membrane resealing during calcium-dependent freezing tolerance. May regulate endocytosis and endosome recycling at the plasma membrane and cell-to-cell trafficking of cabbage leaf curl virus (CaLCuV) and tobacco mosaic virus (TMV) movement proteins via plasmodesmata, Endocytosis,0,48766,93256,,,
PGSC0003DMP400023158 PGSC0003DMT400034028 Protein,RecName: Full=Ras-related protein RABD2a; Short=AtRABD2a; AltName: Full=Ras-related protein Ara-5; AltName: Full=Ras-related protein Rab1B; Short=AtRab1B [Arabidopsis thaliana],P28188,Golgi apparatus  trans-Golgi network membrane, Protein transport. Regulator of membrane traffic from the Golgi apparatus towards the endoplasmic reticulum (ER), ER-Golgi transport,2833500,4312700,3871900,,,
PGSC0003DMP400012804 PGSC0003DMT400018619 Protein,RecName: Full=Ras-related protein RABH1e; Short=AtRABH1e [Arabidopsis thaliana],Q9LFT9,Golgi apparatus membrane, Protein transport. Regulator of membrane traffic from the Golgi apparatus towards the endoplasmic reticulum (ER) (By similarity), ER-Golgi transport,186130,262230,2833700,,,
PGSC0003DMP400006721 PGSC0003DMT400009636 Protein,RecName: Full=Coatomer subunit alpha-1; AltName: Full=Alpha-coat protein 1; Short=Alpha-COP 1 [Arabidopsis thaliana],Q94A40,Cytoplasm, The coatomer is a cytosolic protein complex that binds to dilysine motifs and reversibly associates with Golgi non-clathrin-coated vesicles  which further mediate biosynthetic protein transport from the ER  via the Golgi up to the trans Golgi network. Coatomer complex is required for budding from Golgi membranes  and is essential for the retrograde Golgi-to-ER transport of dilysine-tagged proteins (By similarity), ER-Golgi transport,1456500,1707600,1931200,,,
PGSC0003DMP400049852 PGSC0003DMT400073669 Protein,RecName: Full=Coatomer subunit beta'-2; AltName: Full=Beta'-coat protein 2; Short=Beta'-COP 2 [Arabidopsis thaliana],Q9C827,Cytoplasm, The coatomer is a cytosolic protein complex that binds to dilysine motifs and reversibly associates with Golgi non-clathrin-coated vesicles  which further mediate biosynthetic protein transport from the ER  via the Golgi up to the trans Golgi network. Coatomer complex is required for budding from Golgi membranes  and is essential for the retrograde Golgi-to-ER transport of dilysine-tagged proteins (By similarity), ER-Golgi transport,469450,635970,949700,,,
PGSC0003DMP400002323 PGSC0003DMT400003267 Protein,RecName: Full=Protein transport protein SEC13 homolog B; AltName: Full=SEC13-like protein B [Arabidopsis thaliana],O64740,Golgi apparatus, Required for protein transport from the endoplasmic reticulum to the Golgi apparatus, ER-Golgi transport,1573300,3415800,464380,,,
PGSC0003DMP400043205 PGSC0003DMT400064112 Protein,RecName: Full=Coatomer subunit delta; AltName: Full=Delta-coat protein; Short=Delta-COP [Arabidopsis thaliana],Q93Y22,Cytoplasm, The coatomer is a cytosolic protein complex that binds to dilysine motifs and reversibly associates with Golgi non-clathrin-coated vesicles  which further mediate biosynthetic protein transport from the ER  via the Golgi up to the trans Golgi network. Coatomer complex is required for budding from Golgi membranes  and is essential for the retrograde Golgi-to-ER transport of dilysine-tagged proteins (By similarity), ER-Golgi transport,43296,0,457810,,,
PGSC0003DMP400051809 PGSC0003DMT400076472 Protein,RecName: Full=Vesicle-fusing ATPase; AltName: Full=N-ethylmaleimide-sensitive fusion protein; AltName: Full=Vesicular-fusion protein NSF [Arabidopsis thaliana],Q9M0Y8,Cytoplasm, Required for vesicle-mediated transport. Catalyzes the fusion of transport vesicles within the Golgi cisternae. Is also required for transport from the endoplasmic reticulum to the Golgi stack. Seems to function as a fusion protein required for the delivery of cargo proteins to all compartments of the Golgi stack independent of vesicle origin (By similarity). Required for maintaining the normal morphology of the Golgi apparatus (PubMed:29398689), ER-Golgi transport,388000,554020,93712,,,
PGSC0003DMP400046394 PGSC0003DMT400068659 Protein,RecName: Full=GTP-binding protein SAR2 [Solanum lycopersicum],P52884,Endoplasmic reticulum, Involved in transport from the endoplasmic reticulum to the Golgi apparatus, ER-Golgi transport,0,0,64706,,,
PGSC0003DMP400001377 PGSC0003DMT400001869 Protein,RecName: Full=Coatomer subunit gamma; AltName: Full=Gamma-coat protein; Short=Gamma-COP [Arabidopsis thaliana],Q0WW26,Cytoplasm, The coatomer is a cytosolic protein complex that binds to dilysine motifs and reversibly associates with Golgi non-clathrin-coated vesicles  which further mediate biosynthetic protein transport from the ER  via the Golgi up to the trans Golgi network. Coatomer complex is required for budding from Golgi membranes  and is essential for the retrograde Golgi-to-ER transport of dilysine-tagged proteins (By similarity), ER-Golgi transport,0,0,61694,,,
