RecName: Full=High mobility group B protein 1; AltName: Full=High mobility group protein A; Short=AtHMGalpha; Short=HMG alpha; AltName: Full=Nucleosome/chromatin assembly factor group D 01; Short=Nucleosome/chromatin assembly factor group D 1 [Arabidopsis thaliana],O49595,Nucleus,,,,,,,
RecName: Full=Cinnamoyl-CoA reductase CAD2; AltName: Full=Cinnamyl alcohol dehydrogenase 2; Short=Mt-CAD2; AltName: Full=Coumaroyl-CoA reductase; AltName: Full=Feruloyl-CoA reductase; AltName: Full=Sinapoyl-CoA reductase [Medicago truncatula],G7IYC1,Cytoplasm,,,,,,,
RecName: Full=Eukaryotic initiation factor 4A-2; Short=eIF-4A-2; AltName: Full=ATP-dependent RNA helicase eIF4A-2 [Nicotiana plumbaginifolia],P41379,Subcellular location information not found.,,,,,,,
RecName: Full=Sulfite oxidase; AltName: Full=Moco-containing protein AtMCP; Short=At-SO; Short=AtSOX [Arabidopsis thaliana],Q9S850,Peroxisome,,,,,,,
RecName: Full=3-isopropylmalate dehydratase small subunit 1; AltName: Full=AtLEUD3; AltName: Full=Isopropylmalate isomerase small subunit 1; Short=IPMI SSU1; Flags: Precursor [Arabidopsis thaliana],Q9ZW85,Plastid, chloroplast stroma,,,,,,
RecName: Full=Transaldolase [Frankia alni ACN14a],Q0RH18,Cytoplasm,,,,,,,
RecName: Full=9-divinyl ether synthase; Short=StDES; AltName: Full=Colneleate synthase; AltName: Full=Cytochrome P450 74D2 [Solanum tuberosum],Q9AVQ1,Subcellular location information not found.,,,,,,,
RecName: Full=Phosphoenolpyruvate carboxylase; housekeeping isozyme; Short=PEPCase; AltName: Full=PEPC 1 [Glycine max],Q02909,Cytoplasm,,,,,,,
RecName: Full=Eukaryotic translation initiation factor 6-2; Short=AteIF-6;2 [Arabidopsis thaliana],Q9M060,Cytoplasm,,,,,,,
RecName: Full=Pyruvate kinase 2; cytosolic; Short=OsPK2 [Oryza sativa Indica Group] >sp|Q2QXR8.1| RecName: Full=Pyruvate kinase 2; cytosolic; Short=OsPK2 [Oryza sativa Japonica Group],B8BM17,Cytoplasm, cytosol,,,,,,
RecName: Full=Glutathione S-transferase T1; Short=AtGSTT1; AltName: Full=GST class-theta member 1; AltName: Full=Glutathione S-transferase 10 [Arabidopsis thaliana],Q9ZRT5,Nucleus,,,,,,,
RecName: Full=Ubiquitin-conjugating enzyme E2 variant 1D; Short=Ubc enzyme variant 1D; AltName: Full=Protein MMS ZWEI HOMOLOG 4 [Arabidopsis thaliana],Q9SVD7,Subcellular location information not found.,,,,,,,
RecName: Full=Catechol oxidase B; chloroplastic; AltName: Full=Polyphenol oxidase; Short=PPO; Flags: Precursor [Solanum tuberosum],Q06355,Plastid, chloroplast thylakoid lumen,,,,,,
RecName: Full=Aspartate-semialdehyde dehydrogenase; Short=ASA dehydrogenase; Short=ASADH; AltName: Full=Aspartate-beta-semialdehyde dehydrogenase [Synechocystis sp. PCC 6803 substr. Kazusa],Q55512,Subcellular location information not found.,,,,,,,
RecName: Full=Large ribosomal subunit protein eL18y; AltName: Full=60S ribosomal protein L18-2 [Arabidopsis thaliana],P42791,Cytoplasm,,,,,,,
RecName: Full=Guanosine nucleotide diphosphate dissociation inhibitor 2; Short=AtGDI2 [Arabidopsis thaliana],O24653,Subcellular location information not found.,,,,,,,
RecName: Full=Pyrophosphate--fructose 6-phosphate 1-phosphotransferase subunit alpha; Short=PFP; AltName: Full=6-phosphofructokinase; pyrophosphate dependent; AltName: Full=PPi-PFK; AltName: Full=Pyrophosphate-dependent 6-phosphofructose-1-kinase [Solanum tuberosum],P21342,Cytoplasm,,,,,,,
RecName: Full=Glucose-6-phosphate 1-dehydrogenase; cytoplasmic isoform; Short=G6PD [Solanum tuberosum],P37830,Cytoplasm,,,,,,,
RecName: Full=20 kDa chaperonin; chloroplastic; AltName: Full=Chaperonin 10; Short=Ch-CPN10; Short=Cpn10; AltName: Full=Chaperonin 20; AltName: Full=Protein Cpn21; Flags: Precursor [Arabidopsis thaliana],O65282,Plastid, chloroplast,,,,,,
RecName: Full=Glutamate decarboxylase; Short=GAD; AltName: Full=ERT D1 [Solanum lycopersicum],P54767,Subcellular location information not found.,,,,,,,
RecName: Full=NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13-B [Arabidopsis thaliana],O49313,Mitochondrion inner membrane,,,,,,,
RecName: Full=ATP-dependent Clp protease ATP-binding subunit ClpA homolog CD4A; chloroplastic; Flags: Precursor [Solanum lycopersicum],P31541,Plastid, chloroplast,,,,,,
NotFound,NotFound,Failed to retrieve data for accession NotFound, HTTP status code: 400,,,,,,
RecName: Full=L-ascorbate peroxidase 1; cytosolic; Short=AP; Short=AtAPx01 [Arabidopsis thaliana],Q05431,Cytoplasm,,,,,,,
RecName: Full=Remorin; AltName: Full=pp34 [Solanum tuberosum],P93788,Cell membrane,,,,,,,
RecName: Full=Pectin acetylesterase 8; Flags: Precursor [Arabidopsis thaliana],Q6DBP4,Secreted, cell wall,,,,,,
RecName: Full=Pyruvate kinase; cytosolic isozyme; Short=PK [Solanum tuberosum],P22200,Cytoplasm,,,,,,,
RecName: Full=Nucleolin 2; AltName: Full=Protein NUCLEOLIN LIKE 2; Short=AtNUC-L2; AltName: Full=Protein PARALLEL LIKE 1; Short=AtPARLL1 [Arabidopsis thaliana],Q1PEP5,Nucleus, nucleolus,,,,,,
RecName: Full=Glutaredoxin [Solanum lycopersicum],Q9ZR41,Cytoplasm,,,,,,,
RecName: Full=Probable leucine-rich repeat receptor-like protein kinase At1g35710; Flags: Precursor [Arabidopsis thaliana],Q9LP24,Membrane,,,,,,,
RecName: Full=Mitochondrial pyruvate carrier 1; Short=AtMPC1 [Arabidopsis thaliana],Q949R9,Mitochondrion inner membrane,,,,,,,
RecName: Full=D-3-phosphoglycerate dehydrogenase 1; chloroplastic; AltName: Full=Protein EMBRYO SAC DEVELOPMENT ARREST 9; Flags: Precursor [Arabidopsis thaliana],O49485,Plastid, chloroplast,,,,,,
RecName: Full=UBX domain-containing protein 1; AltName: Full=Protein 2B28; AltName: Full=SAPK substrate protein 1; AltName: Full=UBA/UBX 33.3 kDa protein; Short=mY33K [Mus musculus],Q922Y1,Cytoplasm,,,,,,,
RecName: Full=Glucose-6-phosphate/phosphate translocator 1; chloroplastic; Short=AtGPT1; Flags: Precursor [Arabidopsis thaliana],Q9M5A9,Plastid, chloroplast membrane,,,,,,
RecName: Full=Small ribosomal subunit protein eS7; AltName: Full=40S ribosomal protein S7 [Avicennia marina],Q9ZNS1,Subcellular location information not found.,,,,,,,
RecName: Full=Beta-glucosidase BoGH3B; AltName: Full=Glycosyl hydrolase family protein 3B; Short=BoGH3B; Flags: Precursor [Bacteroides ovatus ATCC 8483],A7LXU3,Periplasm,,,,,,,
RecName: Full=Large ribosomal subunit protein eL14z; AltName: Full=60S ribosomal protein L14-1 [Arabidopsis thaliana],Q9SIM4,Subcellular location information not found.,,,,,,,
RecName: Full=Probable phospholipid hydroperoxide glutathione peroxidase; Short=PHGPx [Solanum lycopersicum],O24031,Cytoplasm,,,,,,,
RecName: Full=Proteasome subunit beta type-7-A; AltName: Full=20S proteasome beta subunit B-1; AltName: Full=Proteasome component FA; AltName: Full=Proteasome component FB; AltName: Full=Proteasome subunit beta type-2; Flags: Precursor [Arabidopsis thaliana],O23710,Cytoplasm,,,,,,,
RecName: Full=Aminoaldehyde dehydrogenase 2; Short=SlAMADH2; AltName: Full=4-trimethylammoniobutyraldehyde dehydrogenase AMADH2; AltName: Full=Aminobutyraldehyde dehydrogenase AMADH2; AltName: Full=Gamma-guanidinobutyraldehyde dehydrogenase AMADH2 [Solanum lycopersicum],B6ECN9,Subcellular location information not found.,,,,,,,
RecName: Full=26S proteasome non-ATPase regulatory subunit 14 homolog; AltName: Full=26S proteasome regulatory subunit RPN11; Short=AtRPN11 [Arabidopsis thaliana],Q9LT08,Subcellular location information not found.,,,,,,,
RecName: Full=Enoyl-[acyl-carrier-protein] reductase [NADH]; chloroplastic; Short=ENR; AltName: Full=NADH-dependent enoyl-ACP reductase 1; AltName: Full=Protein MOSAIC DEATH 1; Flags: Precursor [Arabidopsis thaliana],Q9SLA8,Plastid, chloroplast,,,,,,
RecName: Full=Probable pyridoxal 5'-phosphate synthase subunit PDX1; Short=PLP synthase subunit PDX1; AltName: Full=Ethylene-inducible protein HEVER [Hevea brasiliensis],Q39963,Subcellular location information not found.,,,,,,,
RecName: Full=Hyoscyamine 6-dioxygenase; AltName: Full=Hyoscyamine 6-beta-hydroxylase [Hyoscyamus niger],P24397,Subcellular location information not found.,,,,,,,
RecName: Full=Mitochondrial outer membrane protein porin of 34 kDa; AltName: Full=POM 34; AltName: Full=Voltage-dependent anion-selective channel protein; Short=VDAC [Solanum tuberosum],P42055,Mitochondrion outer membrane,,,,,,,
RecName: Full=Large ribosomal subunit protein eL33y; AltName: Full=60S ribosomal protein L35a-3 [Arabidopsis thaliana],Q9C912,Subcellular location information not found.,,,,,,,
RecName: Full=Eukaryotic translation initiation factor 3 subunit G-A; Short=eIF3g-A; AltName: Full=Eukaryotic translation initiation factor 3 RNA-binding subunit A; Short=eIF-3 RNA-binding subunit A; AltName: Full=Eukaryotic translation initiation factor 3 subunit 4-A [Xenopus laevis],Q6DJI8,Cytoplasm,,,,,,,
RecName: Full=Proteasome subunit alpha type-2; AltName: Full=20S proteasome alpha subunit B; AltName: Full=20S proteasome subunit alpha-2 [Oryza sativa Indica Group] >sp|Q10KF0.1| RecName: Full=Proteasome subunit alpha type-2; AltName: Full=20S proteasome alpha subunit B; AltName: Full=20S proteasome subunit alpha-2 [Oryza sativa Japonica Group],A2YVR7,Cytoplasm,,,,,,,
RecName: Full=RGG repeats nuclear RNA binding protein A; Short=AtRGGA [Arabidopsis thaliana],O23523,Cytoplasm, perinuclear region,,,,,,
RecName: Full=Polyphenol oxidase D; chloroplastic; Short=PPO; AltName: Full=Catechol oxidase; Flags: Precursor [Solanum lycopersicum],Q08306,Plastid, chloroplast thylakoid lumen,,,,,,
RecName: Full=Ankyrin repeat domain-containing protein 2B [Arabidopsis thaliana],Q29Q26,Cytoplasm,,,,,,,
RecName: Full=Uridine 5'-monophosphate synthase; Short=UMP synthase; Includes: RecName: Full=Orotate phosphoribosyltransferase; Short=OPRTase; Includes: RecName: Full=Orotidine 5'-phosphate decarboxylase; AltName: Full=OMPdecase [Nicotiana tabacum],Q42942,Subcellular location information not found.,,,,,,,
RecName: Full=Polyadenylate-binding protein 8; Short=PABP-8; Short=Poly(A)-binding protein 8 [Arabidopsis thaliana],Q9FXA2,Cytoplasm,,,,,,,
RecName: Full=Vicianin hydrolase; Short=VH; Flags: Precursor [Vicia sativa subsp. nigra],A2SY66,Subcellular location information not found.,,,,,,,
RecName: Full=CXXC motif containing zinc binding protein; AltName: Full=UPF0587 protein C1orf123 homolog [Xenopus laevis],Q3B8G0,Subcellular location information not found.,,,,,,,
RecName: Full=Cell wall / vacuolar inhibitor of fructosidase 1; Short=AtC/VIF1; Flags: Precursor [Arabidopsis thaliana],F4HWQ8,Vacuole,,,,,,,
RecName: Full=Chaperone protein ClpB3; chloroplastic; AltName: Full=ATP-dependent Clp protease ATP-binding subunit ClpB homolog 3; AltName: Full=Casein lytic proteinase B3; AltName: Full=Protein ALBINO OR PALE GREEN 6; Flags: Precursor [Arabidopsis thaliana],Q9LF37,Plastid, chloroplast,,,,,,
RecName: Full=Annexin D5; AltName: Full=AnnAt5 [Arabidopsis thaliana],Q9C9X3,Subcellular location information not found.,,,,,,,
RecName: Full=DNA damage-repair/toleration protein DRT102 [Arabidopsis thaliana],Q05212,Subcellular location information not found.,,,,,,,
RecName: Full=Metacaspase-4; Short=AtMC4; AltName: Full=Metacaspase 2d; Short=AtMCP2d; AltName: Full=Metacaspase-7; Contains: RecName: Full=Metacaspase-4 subunit p20; Contains: RecName: Full=Metacaspase-4 subunit p10 [Arabidopsis thaliana],O64517,Cytoplasm, cytosol,,,,,,
RecName: Full=Small EDRK-rich factor 2 [Capra hircus] >sp|B1MTI8.1| RecName: Full=Small EDRK-rich factor 2 [Plecturocebus moloch] >sp|P84101.1| RecName: Full=Small EDRK-rich factor 2; AltName: Full=Gastric cancer-related protein VRG107; AltName: Full=Protein 4F5-related; Short=4F5rel; Short=h4F5rel [Homo sapiens] >sp|P84102.1| RecName: Full=Small EDRK-rich factor 2; AltName: Full=Protein 4F5-related; Short=4F5rel [Mus musculus] >sp|Q5R7C4.1| RecName: Full=Small EDRK-rich factor 2 [Pongo abelii],A5JSS4,Subcellular location information not found.,,,,,,,
RecName: Full=ATP synthase subunit alpha; mitochondrial [Nicotiana plumbaginifolia],P05495,Mitochondrion,,,,,,,
RecName: Full=14-3-3 protein 2 [Solanum lycopersicum],P93208,Subcellular location information not found.,,,,,,,
RecName: Full=26S proteasome regulatory subunit 4 homolog A; AltName: Full=26S proteasome AAA-ATPase subunit RPT2a; AltName: Full=26S proteasome subunit 4 homolog A; AltName: Full=Protein HALTED ROOT; AltName: Full=Regulatory particle triple-A ATPase subunit 2a [Arabidopsis thaliana],Q9SZD4,Cytoplasm, P-body,,,,,,
RecName: Full=Proteasome subunit beta type-5; AltName: Full=20S proteasome subunit E; AltName: Full=Proteasome epsilon chain; Flags: Precursor [Spinacia oleracea],O24361,Cytoplasm,,,,,,,
RecName: Full=Thioredoxin M-type; chloroplastic; Short=Trx-M; Flags: Precursor [Brassica napus],Q9XGS0,Plastid, chloroplast,,,,,,
RecName: Full=Protein CDI; AltName: Full=Protein CADMIUM INDUCED [Arabidopsis thaliana],Q9XIP8,Cytoplasm, cytosol,,,,,,
RecName: Full=Eukaryotic translation initiation factor 3 subunit A; Short=eIF3a; AltName: Full=Eukaryotic translation initiation factor 3 large subunit; AltName: Full=Eukaryotic translation initiation factor 3 subunit 10; AltName: Full=PNLA-35; AltName: Full=eIF-3-theta [Nicotiana tabacum],Q40554,Cytoplasm,,,,,,,
RecName: Full=Probable steroid-binding protein 3; Short=AtMP3; AltName: Full=Membrane-associated progesterone-binding protein 2; Short=AtMAPR2 [Arabidopsis thaliana],Q9SK39,Nucleus,,,,,,,
RecName: Full=N-carbamoylputrescine amidase [Solanum tuberosum],Q3HVN1,Subcellular location information not found.,,,,,,,
RecName: Full=Large ribosomal subunit protein eL19x; AltName: Full=60S ribosomal protein L19-1; AltName: Full=Protein EMBRYO DEFECTIVE 2386 [Arabidopsis thaliana],Q9SRX2,Subcellular location information not found.,,,,,,,
RecName: Full=Protein SRC2 homolog; Short=AtSRC2 [Arabidopsis thaliana],O04023,Endoplasmic reticulum membrane,,,,,,,
RecName: Full=Programmed cell death protein 5; AltName: Full=TF-1 cell apoptosis-related protein 19; Short=Protein TFAR19 [Homo sapiens] >sp|Q5RBT0.3| RecName: Full=Programmed cell death protein 5 [Pongo abelii],O14737,Subcellular location information not found.,,,,,,,
RecName: Full=26S proteasome regulatory subunit 6B homolog [Solanum tuberosum],P54778,Cytoplasm,,,,,,,
RecName: Full=Phosphoglucan phosphatase DSP4; amyloplastic; AltName: Full=Dual specificity protein phosphatase 4; Short=CsDSP4; Flags: Precursor [Castanea sativa],G4LTX4,Plastid, amyloplast,,,,,,
RecName: Full=26S proteasome non-ATPase regulatory subunit 1 homolog A; AltName: Full=26S proteasome regulatory subunit RPN2a; Short=AtRPN2a; AltName: Full=26S proteasome regulatory subunit S1 homolog A [Arabidopsis thaliana],O48844,Subcellular location information not found.,,,,,,,
RecName: Full=Galactose mutarotase; AltName: Full=Aldose 1-epimerase [Rattus norvegicus],Q66HG4,Cytoplasm,,,,,,,
RecName: Full=Beta-xylosidase/alpha-L-arabinofuranosidase 2; AltName: Full=Xylan 1;4-beta-xylosidase/Alpha-L-arabinofuranosidase 2; Short=MsXyl2; Includes: RecName: Full=Beta-xylosidase; AltName: Full=1;4-beta-D-xylan xylohydrolase; AltName: Full=Xylan 1;4-beta-xylosidase; Includes: RecName: Full=Alpha-L-arabinofuranosidase; Short=Arabinosidase; Flags: Precursor [Medicago sativa subsp. x varia],A5JTQ3,Secreted, extracellular space,,,,,,
RecName: Full=Granule-bound starch synthase 2; chloroplastic/amyloplastic; AltName: Full=Granule-bound starch synthase II; Short=GBSS-II; Short=SS II; Flags: Precursor [Solanum tuberosum],Q43847,Plastid, chloroplast,,,,,,
RecName: Full=Succinate dehydrogenase [ubiquinone] iron-sulfur subunit 2; mitochondrial; AltName: Full=Iron-sulfur subunit of complex II; Short=Ip; Flags: Precursor [Arabidopsis thaliana],Q8LB02,Mitochondrion inner membrane,,,,,,,
RecName: Full=NADP-dependent D-sorbitol-6-phosphate dehydrogenase; AltName: Full=Aldose-6-phosphate reductase [NADPH]; AltName: Full=NADP-S6PDH [Malus domestica],P28475,Subcellular location information not found.,,,,,,,
RecName: Full=Elongation factor 1-delta 2; Short=EF-1-delta 2; AltName: Full=Elongation factor 1B-beta 2; AltName: Full=eEF-1B beta 2 [Arabidopsis thaliana],Q9SI20,Subcellular location information not found.,,,,,,,
RecName: Full=Ribulose-phosphate 3-epimerase; cytoplasmic isoform; AltName: Full=Cyt-RPEase; AltName: Full=Pentose-5-phosphate 3-epimerase; Short=PPE; AltName: Full=RPEcyt; AltName: Full=Ribulose-5-phosphate-epimerase [Oryza sativa Japonica Group],Q9SE42,Cytoplasm,,,,,,,
RecName: Full=2-alkenal reductase (NADP(+)-dependent); AltName: Full=Alkenal double bound reductase; AltName: Full=Allylic alcohol dehydrogenase 1; Short=allyl-ADH1; AltName: Full=Flavin-free double bond reductase; Short=NtDBR; AltName: Full=Pulegone reductase; Short=NtRed-1 [Nicotiana tabacum],Q9SLN8,Subcellular location information not found.,,,,,,,
RecName: Full=Dihydrolipoyl dehydrogenase 1; mitochondrial; Short=AtmLPD1; Short=mtLPD1; AltName: Full=Dihydrolipoamide dehydrogenase 1; AltName: Full=Glycine cleavage system L protein 1; AltName: Full=Pyruvate dehydrogenase complex E3 subunit 1; Short=E3-1; Short=PDC-E3 1; Flags: Precursor [Arabidopsis thaliana],Q9M5K3,Mitochondrion matrix,,,,,,,
RecName: Full=Benzaldehyde dehydrogenase; mitochondrial; AltName: Full=2-phenylacetaldehyde dehydrogenase; AltName: Full=Acetaldehyde dehydrogenase; Flags: Precursor [Antirrhinum majus],C7A2A0,Mitochondrion,,,,,,,
RecName: Full=PITH domain-containing protein 1 [Homo sapiens],Q9GZP4,Cytoplasm,,,,,,,
RecName: Full=Ras-related protein RABD2a; Short=AtRABD2a; AltName: Full=Ras-related protein Ara-5; AltName: Full=Ras-related protein Rab1B; Short=AtRab1B [Arabidopsis thaliana],P28188,Golgi apparatus, trans-Golgi network membrane,,,,,,
RecName: Full=4-alpha-glucanotransferase; chloroplastic/amyloplastic; AltName: Full=Amylomaltase; AltName: Full=Disproportionating enzyme; Short=D-enzyme; Flags: Precursor [Solanum tuberosum],Q06801,Plastid, chloroplast,,,,,,
RecName: Full=Small ribosomal subunit protein RACK1; AltName: Full=Guanine nucleotide-binding protein subunit beta-like protein [Nicotiana plumbaginifolia],P93340,Subcellular location information not found.,,,,,,,
RecName: Full=Binding partner of ACD11 1 [Arabidopsis thaliana],Q9LFD5,Cytoplasm,,,,,,,
RecName: Full=Eukaryotic translation initiation factor 3 subunit I; Short=eIF3i; AltName: Full=Eukaryotic translation initiation factor 3 subunit 2; AltName: Full=TGF-beta receptor-interacting protein 1; Short=TRIP-1; AltName: Full=eIF-3-beta; AltName: Full=eIF3 p36 [Arabidopsis thaliana],Q38884,Cytoplasm,,,,,,,
RecName: Full=Cyanate hydratase; Short=Cyanase; AltName: Full=Cyanate hydrolase; AltName: Full=Cyanate lyase [Medicago truncatula],B7FKW7,Subcellular location information not found.,,,,,,,
RecName: Full=Probable pectinesterase/pectinesterase inhibitor 51; Includes: RecName: Full=Pectinesterase inhibitor 51; AltName: Full=Pectin methylesterase inhibitor 51; Includes: RecName: Full=Pectinesterase 51; Short=PE 51; AltName: Full=Pectin methylesterase 51; Short=AtPME51; Flags: Precursor [Arabidopsis thaliana],Q9LXD9,Secreted, cell wall,,,,,,
RecName: Full=Peptide methionine sulfoxide reductase; AltName: Full=Peptide-methionine (S)-S-oxide reductase; Short=Peptide Met(O) reductase; AltName: Full=Protein-methionine-S-oxide reductase [Lactuca sativa],Q9SEC2,Subcellular location information not found.,,,,,,,
RecName: Full=26S proteasome non-ATPase regulatory subunit 2 homolog A; AltName: Full=26S proteasome regulatory subunit RPN1a; Short=AtRPN1a; AltName: Full=26S proteasome regulatory subunit S2 homolog A [Arabidopsis thaliana],Q9SIV2,Nucleus,,,,,,,
RecName: Full=Tropinone reductase homolog At5g06060 [Arabidopsis thaliana],Q9LHT0,Subcellular location information not found.,,,,,,,
RecName: Full=Histone H2AX [Cicer arietinum],O65759,Nucleus,,,,,,,
RecName: Full=Probable voltage-gated potassium channel subunit beta; AltName: Full=K(+) channel subunit beta; AltName: Full=Potassium voltage beta 1; Short=KV-beta1 [Arabidopsis thaliana],O23016,Subcellular location information not found.,,,,,,,
RecName: Full=T-complex protein 1 subunit eta; Short=TCP-1-eta; AltName: Full=CCT-eta; AltName: Full=Chaperonin CCT7 [Arabidopsis thaliana],Q9SF16,Cytoplasm,,,,,,,
RecName: Full=Hsp70 nucleotide exchange factor FES1 [Chaetomium globosum CBS 148.51],Q2GXZ7,Cytoplasm,,,,,,,
RecName: Full=Small ribosomal subunit protein eS8; AltName: Full=40S ribosomal protein S8 [Zea mays],Q08069,Subcellular location information not found.,,,,,,,
RecName: Full=Vesicle-associated membrane protein 722; Short=AtVAMP722; AltName: Full=Synaptobrevin-related protein 1 [Arabidopsis thaliana],P47192,Cell membrane,,,,,,,
RecName: Full=Succinate-semialdehyde dehydrogenase; mitochondrial; Short=At-SSADH1; AltName: Full=Aldehyde dehydrogenase family 5 member F1; AltName: Full=NAD(+)-dependent succinic semialdehyde dehydrogenase; AltName: Full=Protein ENLARGED FIL EXPRESSING DOMAIN 1; Flags: Precursor [Arabidopsis thaliana],Q9SAK4,Mitochondrion matrix,,,,,,,
RecName: Full=3-oxoacyl-[acyl-carrier-protein] reductase 1; chloroplastic; AltName: Full=3-ketoacyl-acyl carrier protein reductase 1; AltName: Full=Beta-keto acyl-carrier protein reductase 1; Flags: Precursor [Brassica napus],Q93X62,Plastid, chloroplast,,,,,,
RecName: Full=Protein argonaute 1 [Arabidopsis thaliana],O04379,Cytoplasm,,,,,,,
RecName: Full=Pyrophosphate--fructose 6-phosphate 1-phosphotransferase subunit beta; Short=PFP; AltName: Full=6-phosphofructokinase; pyrophosphate dependent; AltName: Full=PPi-PFK; AltName: Full=Pyrophosphate-dependent 6-phosphofructose-1-kinase [Solanum tuberosum],P21343,Cytoplasm,,,,,,,
RecName: Full=Heat shock cognate 70 kDa protein [Petunia x hybrida],P09189,Subcellular location information not found.,,,,,,,
RecName: Full=Dihydroxy-acid dehydratase; chloroplastic; Short=AthDHAD; Short=DAD; Flags: Precursor [Arabidopsis thaliana],Q9LIR4,Plastid, chloroplast,,,,,,
RecName: Full=Succinate dehydrogenase [ubiquinone] flavoprotein subunit 1; mitochondrial; AltName: Full=Flavoprotein subunit 1 of complex II; Short=FP; Flags: Precursor [Arabidopsis thaliana],O82663,Mitochondrion inner membrane,,,,,,,
NotFound,NotFound,Failed to retrieve data for accession NotFound, HTTP status code: 400,,,,,,
RecName: Full=Small ribosomal subunit protein eS27y; AltName: Full=40S ribosomal protein S27-2 [Arabidopsis thaliana],Q9M2F1,Subcellular location information not found.,,,,,,,
RecName: Full=Protein NUCLEAR FUSION DEFECTIVE 2; Flags: Precursor [Arabidopsis thaliana],Q9FYL8,Subcellular location information not found.,,,,,,,
RecName: Full=Fructose-1;6-bisphosphatase; cytosolic; Short=FBPase; AltName: Full=CY-F1; AltName: Full=D-fructose-1;6-bisphosphate 1-phosphohydrolase [Solanum tuberosum],P46276,Cytoplasm,,,,,,,
RecName: Full=Glucose-1-phosphate adenylyltransferase large subunit 1; AltName: Full=ADP-glucose pyrophosphorylase; AltName: Full=ADP-glucose synthase; AltName: Full=AGPase S; AltName: Full=Alpha-D-glucose-1-phosphate adenyl transferase [Solanum tuberosum],Q00081,Plastid, chloroplast,,,,,,
RecName: Full=Cysteine synthase; AltName: Full=CSase A; Short=CS-A; AltName: Full=O-acetylserine (thiol)-lyase; Short=OAS-TL A; AltName: Full=O-acetylserine sulfhydrylase [Solanum tuberosum],O81154,Cytoplasm,,,,,,,
RecName: Full=Large ribosomal subunit protein eL15; AltName: Full=60S ribosomal protein L15 [Petunia x hybrida],O82528,Subcellular location information not found.,,,,,,,
RecName: Full=Transmembrane protein 214 [Bos taurus],A4FV45,Endoplasmic reticulum membrane,,,,,,,
RecName: Full=SKP1-like protein 1A; Short=SKP1-like 1; AltName: Full=UFO-binding protein 1 [Arabidopsis thaliana],Q39255,Nucleus,,,,,,,
RecName: Full=T-complex protein 1 subunit alpha; Short=TCP-1-alpha; AltName: Full=CCT-alpha; AltName: Full=Chaperonin CCT1 [Arabidopsis thaliana],P28769,Cytoplasm,,,,,,,
RecName: Full=Small ribosomal subunit protein uS2; AltName: Full=40S ribosomal protein SA; AltName: Full=p40 [Daucus carota],O80377,Cytoplasm,,,,,,,
RecName: Full=Protein transport protein Sec61 subunit beta [Arabidopsis thaliana],P38389,Endoplasmic reticulum membrane,,,,,,,
RecName: Full=Nascent polypeptide-associated complex subunit alpha-like protein; Short=NAC-alpha-like protein; AltName: Full=Alpha-NAC-like protein [Pinus taeda],Q9M612,Subcellular location information not found.,,,,,,,
NotFound,NotFound,Failed to retrieve data for accession NotFound, HTTP status code: 400,,,,,,
RecName: Full=Pectinesterase 1; Short=PE 1; AltName: Full=Pectin methylesterase 1; Flags: Precursor [Solanum lycopersicum],P14280,Secreted, cell wall,,,,,,
RecName: Full=Secoisolariciresinol dehydrogenase [Forsythia x intermedia],Q94KL7,Subcellular location information not found.,,,,,,,
RecName: Full=26S proteasome non-ATPase regulatory subunit 6 homolog; AltName: Full=26S proteasome regulatory subunit RPN7; Short=AtRPN7; AltName: Full=26S proteasome regulatory subunit S10 homolog [Arabidopsis thaliana],Q93Y35,Subcellular location information not found.,,,,,,,
RecName: Full=Subtilisin-like protease SBT1.4; AltName: Full=Subtilase subfamily 1 member 4; Short=AtSBT1.4; Flags: Precursor [Arabidopsis thaliana],Q9LVJ1,Secreted,,,,,,,
RecName: Full=Succinate--CoA ligase [ADP-forming] subunit alpha-1; mitochondrial; AltName: Full=Succinyl-CoA synthetase subunit alpha-1; Short=SCS-alpha-1; Flags: Precursor [Solanum lycopersicum],Q8GTQ9,Mitochondrion,,,,,,,
RecName: Full=Large ribosomal subunit protein eL24; AltName: Full=60S ribosomal protein L24 [Prunus avium],Q9FUL4,Subcellular location information not found.,,,,,,,
RecName: Full=Aspartate carbamoyltransferase; chloroplastic; AltName: Full=Aspartate transcarbamylase; Short=ATCase; Flags: Precursor [Arabidopsis thaliana],P49077,Plastid, chloroplast,,,,,,
RecName: Full=Methylthioribose kinase; Short=AtMTK; Short=MTR kinase [Arabidopsis thaliana],Q9C6D2,Subcellular location information not found.,,,,,,,
RecName: Full=Peptidyl-prolyl cis-trans isomerase FKBP62; Short=PPIase FKBP62; AltName: Full=70 kDa peptidyl-prolyl isomerase; AltName: Full=FK506-binding protein 62; Short=AtFKBP62; AltName: Full=Immunophilin FKBP62; AltName: Full=Peptidylprolyl isomerase ROF1; AltName: Full=Protein ROTAMASE FKBP 1; AltName: Full=Rotamase [Arabidopsis thaliana],Q38931,Cytoplasm,,,,,,,
RecName: Full=Villin-2 [Arabidopsis thaliana],O81644,Cytoplasm, cytoskeleton,,,,,,
